product_100017_APPAREL_ACTIVE,product,100017,Reversible hooded shearling vest,L2061,"This reversible, hooded suede vest features on-seam side pockets and an open placket. Seam detailing throughout. Shearling lining. 22' long, measured from shoulder.  Fabrication: Shearling. 100% shearling. Fur: lambskin shearling.  Fur clean.",Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/vest_1_100002-000007.jpg,,/osafe_theme/images/catalog/products/small/vest_2_100002-000007.jpg,,/osafe_theme/images/catalog/products/large/vest_1_100002-000007.jpeg,,,,4500.000,2900.000,0,10,0,0.0,,2011-10-12T00:00:000Z,,0,by Donatelli,,Hooded,Brown,wool,Medium,,
facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_STYLE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_COLOR,facetGroup,,,,,,,STELLA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_MATERIAL,facetGroup,,,,,,,STELLA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_SIZE,facetGroup,,,,,,,STELLA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_STYLE,facetGroup,,,,,,,STELLA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100018_APPAREL_ACTIVE,product,100018,Asymmetrical tank,S2071,"This scoop-neck, shadow-striped jersey tank features a racer back. Banding at draped, asymmetrical hem. 1.5' straps. Semi-sheer. 25' long, measured from shoulder.  Fabrication: Jersey. 100% rayon. Hand wash",Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/tank_1_100002-000008.jpg,,/osafe_theme/images/catalog/products/small/tank_2_100002-000008.jpg,,/osafe_theme/images/catalog/products/large/tank_1_100002-000008.jpg,,,,33.000,33.000,0,20,0,0.0,,2011-10-12T00:00:000Z,,0,Stella Designs,,,Pink,,X-Small,,
facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_STYLE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_STYLE,facetGroup,,,,,,,VERA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100019_APPAREL_ACTIVE,product,100019,Bow tee,V2081,"This crew-neck jersey tee features an oversized, contrast polka-dot bow detail. Raw edges. Short sleeves. Semi-sheer. 25' long, measured from shoulder. Fabrication: Soft jersey. Shell: 100% modal. Bow: 100% silk. Dry clean.",Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/tee_1_100002-000009.jpg,,/osafe_theme/images/catalog/products/small/tee_2_100002-000009.jpg,,/osafe_theme/images/catalog/products/large/tee_1_100002-000009.jpg,,,,250.000,250.000,0,30,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,,Black,,Large,,
facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_STYLE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_STYLE,facetGroup,,,,,,,VERA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100077_APPAREL_ACTIVE,product,100077,Long Sleeve Fleece Hoodie,V2501,This cropped fleece hoodie features a zip closure and welt hip pockets. Pleats at back and ribbed banding at edges. Long raglan sleeves.,Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/hoodie1_100001-000046.jpg,,/osafe_theme/images/catalog/products/small/hoodie2_100001-000046.jpg,,/osafe_theme/images/catalog/products/large/hoodie1_100001-000046.jpg,,,,68.000,40.800,0,40,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,,Yellow,,Large,,
facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_STYLE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_COLOR,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_MATERIAL,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_SIZE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_STYLE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100078_APPAREL_ACTIVE,product,100078,Zoe Pants,L2511,This wide-leg jersey pants feature a ruched fold-over waistband. Unfinished hem. 32' leg opening.,Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/yoga1_100001-000045.jpg,,/osafe_theme/images/catalog/products/small/yoga2_100001-000045.jpg,,/osafe_theme/images/catalog/products/large/yoga1_100001-000045.jpg,,,,132.000,79.200,0,50,0,0.0,,2011-10-12T00:00:000Z,,0,by Donatelli,,,Grey,,Small,,
facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_ACTIVE_STYLE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_COLOR,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_MATERIAL,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_SIZE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_STYLE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_SHOES_COLOR,facetGroup,,,,,,,SHOES,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_SHOES_MATERIAL,facetGroup,,,,,,,SHOES,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_SHOES_SIZE,facetGroup,,,,,,,SHOES,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_SHOES_STYLE,facetGroup,,,,,,,SHOES,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100093_APPAREL_ACTIVE,product,100093,Twist Buckle Wedge Sneakers,L2661,"These canvas sneakers feature buckled strap details and an exposed inside zip. Rubber wedge heel. Dirtied rubber toe cap, sidewall, and sole.",Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/sneaker1_100001-000030.jpg,,/osafe_theme/images/catalog/products/small/sneaker2_100001-000030.jpg,,/osafe_theme/images/catalog/products/large/sneaker1_100001-000030.jpg,,,,150.000,112.500,0,60,0,0.0,,2011-10-12T00:00:000Z,,0,by Donatelli,,,Grey,,Medium,,
productCategory_BLOUSES,productCategory,,,,,A unique collection of different styles in blouses,,RNY_CATEGORY_ROOT APPAREL BLOUSES,,2,Blouses,/osafe_theme/images/catalog/categories/taupe_blouse_1_100002-000001.jpg,,,,,,,,,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_STYLE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_COLOR,facetGroup,,,,,,,STELLA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_MATERIAL,facetGroup,,,,,,,STELLA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_SIZE,facetGroup,,,,,,,STELLA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_STYLE,facetGroup,,,,,,,STELLA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100006_APPAREL_BLOUSES,product,100006,3-4 Sleeve & Button Down ,S2011,"This silk blouse features a fold-over collar and a 5-button closure. Knife pleats at back. Single-button cuffs at 3/4 dolman sleeves. Semi-sheer.  28' long, measured from shoulder.  Fabrication: Silk charmeuse.  Dy clean only.",A unique collection of different styles in blouses,,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/white_buttonup_1_100002-000002.jpg,,/osafe_theme/images/catalog/products/small/white_buttonup_2_100002-000002.jpeg,,/osafe_theme/images/catalog/products/large/white_buttonup_1_100002-000002.jpg,,,,10.000,235.000,0,60,0,0.0,,2011-10-12T00:00:000Z,,0,Stella Designs,,,Pink White,,X-Small Small Medium Large,,
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_STYLE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_STYLE,facetGroup,,,,,,,VERA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100016_APPAREL_BLOUSES,product,100016,Short sleeve tunic,V2051,"This wide-neck silk tunic features vertical front and back seams and a shirttail hem. Cuffed, short dolman sleeves. Cami lining.  29' long, measured from shoulder. Fabrication: Stretch silk georgette.  Shell: 92% silk/8% elastane.  Lining: 96% polyester/4",A unique collection of different styles in blouses,,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/tunic_1_100002-000006.jpg,,/osafe_theme/images/catalog/products/small/tunic_2_100002-000006.jpg,,/osafe_theme/images/catalog/products/large/tunic_1_100002-000006.jpg,,,,215.000,215.000,0,210,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,,Red,,X-Small,,
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_BLOUSES_STYLE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_COLOR,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_MATERIAL,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_SIZE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_STYLE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100065_APPAREL_BLOUSES,product,100065,Bow trench coat,L2451,"This twill trench blouse features a tie and ruffle trim at the collar. 5 turn-lock closures at front and pintucking at front and back. Welt hip pockets. 3/4 raglan sleeves. 33' long, measured from shoulder. Fabrication: Twill. 50% cotton/50% polyester. Dry ",A unique collection of different styles in blouses,,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/trench1_100002-000046_pink.jpg,,/osafe_theme/images/catalog/products/small/trench3_100002-000046_pink.jpg,,/osafe_theme/images/catalog/products/large/trench1_100002-000046_pink.jpg,,,,2.000,1.000,0,680,0,0.0,,2011-10-12T00:00:000Z,,0,by Donatelli,,,Pink Beige-Tan,,Small Medium Large X-Large,,
productCategory_DENIM,productCategory,,,,,A wide range of jeans from Comfort fit to slim fit.,,RNY_CATEGORY_ROOT APPAREL DENIM,,2,Denim,/osafe_theme/images/catalog/categories/bootdenim1_100002-000026.jpg,,,,,,,,,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_SIZE,facetGroup,,,,,,,DENIM,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_STYLE,facetGroup,,,,,,,DENIM,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_COLOR,facetGroup,,,,,,,STELLA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_MATERIAL,facetGroup,,,,,,,STELLA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_SIZE,facetGroup,,,,,,,STELLA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_STYLE,facetGroup,,,,,,,STELLA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100045_APPAREL_DENIM,product,100045,Boot cut jeans,L2251,These dark-rinse boot-cut jeans feature 5-pocket styling and a single-button closure. Logo embroidery at back pocket. Whiskering and wrinkling at front and behind knee. Mild distressing. 18' leg opening. 8' rise. 35' inseam. Fabrication: 4-way stretch den,A wide range of jeans from Comfort fit to slim fit.,,DENIM,APPAREL,0,Denim,,/osafe_theme/images/catalog/products/small/bootdenim1_100002-000026.jpg,,/osafe_theme/images/catalog/products/small/bootdenim2_100002-000026.jpg,,/osafe_theme/images/catalog/products/large/bootdenim1_100002-000026.jpg,,,,168.000,168.000,0,480,0,0.0,,2011-10-12T00:00:000Z,,0,Stella Designs,,,Navy,,Medium,,
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_SIZE,facetGroup,,,,,,,DENIM,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_STYLE,facetGroup,,,,,,,DENIM,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_VERA_STYLE,facetGroup,,,,,,,VERA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100046_APPAREL_DENIM,product,100046,Ex-boyfriend crop jeans,V2261,"These distressed boyfriend jeans feature 5-pocket styling and a single-button closure. Stitching at back pockets and whiskering at front and behind knee. Worn spots, holes, and heavy distressing. Rolled cuff at bottom hem.10' rise. 25' inseam (cuffed). Fa",A wide range of jeans from Comfort fit to slim fit.,,DENIM,APPAREL,0,Denim,,/osafe_theme/images/catalog/products/small/boyfriend1_100002-000027.jpg,,/osafe_theme/images/catalog/products/small/boyfriend2_100002-000027.jpg,,/osafe_theme/images/catalog/products/large/boyfriend1_100002-000027.jpg,,,,225.000,225.000,0,490,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,,Blue,,Medium,,
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_SIZE,facetGroup,,,,,,,DENIM,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_STYLE,facetGroup,,,,,,,DENIM,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_COLOR,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_MATERIAL,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_SIZE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DONATELLI_STYLE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100047_APPAREL_DENIM,product,100047,Gigi Cropped flare jeans,L2271,These cropped flare jeans feature 5-pocket styling and a single-button closure. 15' leg opening. 8.5' rise. 25' inseam. Fabrication: Stretch denim. 92% cotton/7% polyester/1% spandex. Wash cold.,A wide range of jeans from Comfort fit to slim fit.,,DENIM,APPAREL,0,Denim,,/osafe_theme/images/catalog/products/small/croppeddenim1_100002-000028.jpg,,/osafe_theme/images/catalog/products/small/croppeddenim2_100002-000028.jpg,,/osafe_theme/images/catalog/products/large/croppeddenim1_100002-000028.jpg,,,,169.000,169.000,0,500,0,0.0,,2011-10-12T00:00:000Z,,0,by Donatelli,,,Blue,,Medium,,
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_SIZE,facetGroup,,,,,,,DENIM,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_STYLE,facetGroup,,,,,,,DENIM,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_COLOR,facetGroup,,,,,,,STELLA,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_MATERIAL,facetGroup,,,,,,,STELLA,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_SIZE,facetGroup,,,,,,,STELLA,,0,,,,,,,,SIZE,SIZE,SIZE,,,,,,,,,,0,,,,,,,,
facetGroup_STELLA_STYLE,facetGroup,,,,,,,STELLA,,0,,,,,,,,STYLE,STYLE,STYLE,,,,,,,,,,0,,,,,,,,
product_100048_APPAREL_DENIM,product,100048,Legging jeans,S2281,These dark-rinse denim leggings feature faux front pockets and patch back pockets. Tonal logo embroidery at back pocket. Single-button closure. Whiskering at front. Mild distressing. 10' leg opening. 8' rise. 30' inseam Fabrication: Super-stretch denim. 9,A wide range of jeans from Comfort fit to slim fit.,,DENIM,APPAREL,0,Denim,,/osafe_theme/images/catalog/products/small/jegging1_100002-000029.jpg,,/osafe_theme/images/catalog/products/small/jegging2_100002-000029.jpg,,/osafe_theme/images/catalog/products/large/jegging1_100002-000029.jpg,,,,191.000,191.000,0,510,0,0.0,,2011-10-12T00:00:000Z,,0,Stella Designs,,,Navy,,Medium,,
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,COLOR,COLOR,,,,,,,,,,0,,,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,MATERIAL,MATERIAL,,,,,,,,,,0,,,,,,,,
